book_title,tagalog_bigram_sim,bikol_bigram_sim,cebuano_bigram_sim,tagalog_trigram_sim,bikol_trigram_sim,cebuano_trigam_sim,grade_level
Aaloo-Maaloo-Kaaloo___Central_Bikol,0.7409638554216867,0.7469879518072289,0.7469879518072289,0.7392197125256673,0.6940451745379876,0.6694045174537988,1
Ang_Ladybird___Central_Bikol,0.6812977099236641,0.6755725190839694,0.6431297709923665,0.5764075067024129,0.6166219839142091,0.514745308310992,1
Ang_Pag-arog_ni_Toto_sa_saiyang_Lolo___Central_Bikol-v12022.08.25T085616,0.59375,0.546875,0.6067708333333334,0.5163636363636364,0.6,0.5018181818181818,1
Ang_Samuyang_Baka_na_Si_Pedro___Central_Bikol,0.6028880866425993,0.6498194945848376,0.5848375451263538,0.5353535353535354,0.5909090909090909,0.4696969696969697,1
Ano_ang_makangangalas_na_ginibo_ni_Ameena____Central_Bikol,0.6371191135734072,0.6426592797783933,0.6509695290858726,0.583011583011583,0.61003861003861,0.5598455598455598,1
Ano_ta_Dai_Nagtatalubo____Central_Bikol,0.6348228043143297,0.650231124807396,0.6209553158705701,0.6085106382978723,0.6638297872340425,0.5702127659574469,1
An_Awit_nin_Duri-duri___Central_Bikol,0.5631067961165048,0.5706580366774542,0.5663430420711975,0.516030534351145,0.5282442748091603,0.4580152671755725,1
An_Bubuyog_asin_an_Elepante___Central_Bikol,0.6561514195583596,0.6750788643533123,0.6561514195583596,0.5482456140350878,0.6754385964912281,0.5921052631578947,1
An_Ikus_asin_Ayam__Nyain_an_Ikus_____Central_Bikol,0.7198007471980075,0.7334993773349938,0.7222914072229141,0.7043010752688172,0.7670250896057348,0.6164874551971327,1
An_Kawat_ni_Mona_buda_Milo___Central_Bikol,0.6816479400749064,0.700374531835206,0.651685393258427,0.6839378238341969,0.7357512953367875,0.533678756476684,1
An_Koneho_asin_Ayam___Central_Bikol-v12022.08.26T022028,0.6323319027181689,0.6280400572246065,0.6123032904148784,0.5222437137330754,0.6015473887814313,0.5067698259187621,1
An_Lion_Nagdadalagan_asin_an_Baka_Naglalakaw___Central_Bikol,0.6684210526315789,0.6631578947368421,0.6947368421052632,0.6530612244897959,0.7278911564625851,0.6122448979591837,1
An_Magayunun_na_Aldaw___Central_Bikol,0.6902356902356902,0.6919191919191919,0.6767676767676768,0.5802469135802469,0.6419753086419753,0.5654320987654321,1
An_Magbarkadang_Kasag_asin_Sira___Central_Bikol,0.6416275430359938,0.6353677621283255,0.6071987480438185,0.5802997858672377,0.6552462526766595,0.5674518201284796,1
An_Mahamis_na_Mansanas___Central_Bikol,0.7208029197080292,0.7135036496350365,0.7043795620437956,0.6214833759590793,0.6777493606138107,0.578005115089514,1
An_Makaraw_na_Millipede___Central_Bikol,0.6274900398406374,0.5956175298804781,0.5936254980079682,0.5340314136125655,0.5445026178010471,0.5052356020942408,1
An_Nawawarang_Aking_Pato___Central_Bikol,0.7685714285714286,0.7285714285714285,0.7485714285714286,0.7213740458015268,0.8091603053435115,0.6870229007633588,1
An_Paglinig_sa_Hawak___Central_Bikol,0.7121212121212122,0.7121212121212122,0.6790633608815427,0.6090225563909775,0.6033834586466166,0.5714285714285714,1
AN_SADIT_NA_BITOON_NI_ALI___Central_Bikol,0.7459349593495935,0.7317073170731707,0.741869918699187,0.6997084548104956,0.7317784256559767,0.6326530612244898,1
An_Sadit_na_Siyo_saka_an_Pato-pato___Central_Bikol-v12022.08.11T021900,0.6857142857142857,0.668,0.6805714285714286,0.6045283018867924,0.6415094339622641,0.5381132075471698,1
An_Sadit_na_Ukay_Saka_An_Sira___Central_Bikol,0.6622340425531915,0.699468085106383,0.6702127659574468,0.6367041198501873,0.7340823970037453,0.5767790262172284,1
An_sakong_Lawas___Central_Bikol,0.761646803900325,0.7648970747562297,0.7605633802816901,0.7248908296943232,0.7467248908296943,0.7510917030567685,1
An_Sakong_mga_Tanum_na_Kaunon___Central_Bikol,0.6432664756446992,0.6389684813753582,0.6303724928366762,0.5754352030947776,0.620889748549323,0.5531914893617021,1
An_Samuyang_Pamilya___Central_Bikol-v12022.08.11T022308,0.8295964125560538,0.7757847533632287,0.8340807174887892,0.8125,0.8806818181818182,0.7727272727272727,1
An_Sarung_Dakulang_Keyk___Central_Bikol,0.6801470588235294,0.6875,0.6323529411764706,0.5654450261780105,0.6701570680628273,0.5916230366492147,1
An_Tulong_Saradit_na_Kuting___Central_Bikol,0.7536231884057971,0.8074534161490683,0.7412008281573499,0.7371273712737128,0.8319783197831978,0.6612466124661247,1
An_Turtle_Dove___Central_Bikol,0.4900990099009901,0.5198019801980198,0.504950495049505,0.5066666666666667,0.58,0.5266666666666666,1
An_Tánga_saka_an_Tinapay___Central_Bikol-v12022.08.11T023654,0.7067833698030634,0.7045951859956237,0.6608315098468271,0.6424418604651163,0.6395348837209303,0.5784883720930233,1
An_Ulod_na_Nakaistar_sa_Samuyang_Hardin___Central_Bikol,0.5720524017467249,0.5764192139737991,0.5491266375545851,0.48419540229885055,0.5675287356321839,0.4640804597701149,1
Baka_Na_May_Sarong_Sungay___Central_Bikol,0.6842105263157895,0.7192982456140351,0.7017543859649122,0.6818181818181818,0.7272727272727273,0.7045454545454546,1
Chichi__Munu__Maliputon!___Central_Bikol,0.6918604651162791,0.6497093023255814,0.6787790697674418,0.6257796257796258,0.6070686070686071,0.5696465696465697,1
Dae_Ako_Takot_sa_Uran___Central_Bikol,0.6470588235294118,0.6286764705882353,0.625,0.5939086294416244,0.6446700507614214,0.5634517766497462,1
Dakulaon_Sadiyuton___Central_Bikol,0.6957163958641064,0.689807976366322,0.6602658788774003,0.5490605427974948,0.6576200417536534,0.511482254697286,1
Gusto_ni_Nin_na_Masanlian___Central_Bikol,0.6922310756972112,0.6842629482071713,0.6643426294820717,0.6423751686909581,0.6747638326585695,0.6194331983805668,1
