train_set,test_set,feature_set,accuracy_mean,accuracy_std,f1_weighted_mean,f1_weighted_std,precision_weighted_mean,precision_weighted_std,recall_weighted_mean,recall_weighted_std,kappa_mean,kappa_std,f1_macro_mean,f1_macro_std
all_languages,bikol_test,all,78.00002,14.259514952024139,0.7588,0.16798273720832155,0.7802,0.14274697895227065,0.1246,0.09355907224849977,0.6450400000000001,0.2328494642467532,0.7171333333333334,0.1820621993837393
all_languages,bikol_test,all_xlmr,75.33336,11.925706594495773,0.7445999999999999,0.13573614109735102,0.7535999999999999,0.11936414872146495,0.1278,0.06532763580598949,0.60884,0.1853366477521378,0.6849999999999999,0.14700774733930783
all_languages,bikol_test,mbert,73.33332,14.90711612324798,0.7098,0.17048518997261905,0.7332000000000001,0.14903422425738327,0.1588,0.0965334139042021,0.5675000000000001,0.2472507431738073,0.6699999999999999,0.19321073699173374
all_languages,bikol_test,xlmr,75.33333999999999,10.69787465915543,0.7482,0.12397257761295441,0.7534000000000001,0.1070154194497223,0.132,0.05821082373579676,0.60922,0.1667366396446804,0.6950666666666666,0.1416475281189976
all_languages,cebuano_test,all,75.05176,6.784404922172605,0.7518,0.0685361218628542,0.7504,0.0677997050141075,0.1412,0.04051172669734037,0.60408,0.10725761977593944,0.7282,0.06916349390313427
all_languages,cebuano_test,all_xlmr,73.64804,6.393965128384735,0.732,0.0688367634335026,0.7363999999999999,0.06381457513765956,0.1492,0.02451938009004306,0.5802400000000001,0.09920296366540667,0.7067333333333334,0.07835049457406124
all_languages,cebuano_test,mbert,74.2029,6.970306936211631,0.7426,0.06750407395113274,0.742,0.06959525845917955,0.145,0.03636619309193636,0.59046,0.10890628081061257,0.7177333333333333,0.07465118887197977
all_languages,cebuano_test,xlmr,75.0766,6.412400009746742,0.7468,0.0638764432322276,0.7508,0.06441816513996654,0.1386,0.023712865706194176,0.60372,0.09895340822831726,0.7210666666666666,0.0755815968194492
all_languages,tagalog_test,all,53.96225999999999,6.342527215392928,0.54,0.062405929205484975,0.5396,0.06360267289980823,0.242,0.035199431813596076,0.29962,0.09857325702237903,0.5343333333333333,0.06578753681359412
all_languages,tagalog_test,all_xlmr,54.717,5.966585489205699,0.5468,0.052770256774057896,0.5471999999999999,0.05976788435271908,0.23200000000000004,0.03222576608864404,0.31422,0.08772808558266845,0.5356,0.047339436226282006
all_languages,tagalog_test,mbert,51.698119999999996,6.617263418664848,0.5186,0.06578221644183171,0.517,0.06615134163416489,0.2542,0.03486688973797346,0.26698,0.0998930277847258,0.5166000000000001,0.06637285254948411
all_languages,tagalog_test,xlmr,53.20756,4.88386070726838,0.528,0.04864668539582117,0.532,0.048872282533149625,0.2412,0.029380265485526164,0.2907,0.07225991281478272,0.5220666666666667,0.04166759998954694
bi_bikol_tagalog,bikol_test,all,72.66666000000001,9.831951315379872,0.7226,0.12568333222826328,0.7266,0.09862454055659779,0.155,0.07576608740063065,0.55788,0.16797178929808426,0.6628000000000001,0.14713346171267622
bi_bikol_tagalog,bikol_test,all_xlmr,70.66668,4.346125988969946,0.6843999999999999,0.04595432515008789,0.7068,0.0433728025379961,0.154,0.027928480087537885,0.5301600000000001,0.06717237527436412,0.6082,0.03984595337044908
bi_bikol_tagalog,bikol_test,mbert,70.66666000000001,10.645800424016976,0.7024,0.13397126557586891,0.7066,0.10633343782648993,0.1662,0.08408150807401113,0.52564,0.18281126332915051,0.6404,0.14313307716170218
bi_bikol_tagalog,bikol_test,xlmr,69.33332,5.477213403456172,0.6849999999999999,0.06408978077665739,0.6931999999999999,0.05465070905303975,0.16219999999999998,0.04753104248804142,0.5086999999999999,0.09730321166333619,0.605,0.07062813414874648
bi_bikol_tagalog,cebuano_test,all,57.0062,7.390451921229174,0.5740000000000001,0.06230971031869754,0.5702,0.07379498627955697,0.2284,0.058397773930176484,0.33164,0.12034568126858562,0.5442,0.06611337064299305
bi_bikol_tagalog,cebuano_test,all_xlmr,57.86336,5.75105879756067,0.5386,0.07586369355627233,0.5786,0.05752216963919215,0.22679999999999997,0.03307113545072197,0.33884,0.0815186665739817,0.4895333333333333,0.03890201365824994
bi_bikol_tagalog,cebuano_test,mbert,55.565239999999996,9.985584925681618,0.564,0.10076953904826597,0.5554,0.09983636611976622,0.22359999999999997,0.06984124855699532,0.31774,0.15849821134637448,0.5284,0.09566039468406516
bi_bikol_tagalog,cebuano_test,xlmr,57.296079999999996,4.226527865991189,0.53,0.05912698199637793,0.5728,0.04235799806412006,0.219,0.0189208879284245,0.33740000000000003,0.05611902529445785,0.4766,0.03219851618389339
bi_bikol_tagalog,tagalog_test,all,53.20756,6.724000360499692,0.5382,0.07347584637144372,0.5322,0.06719151732175721,0.24159999999999998,0.03953858874567984,0.29318,0.10245475586813917,0.5324,0.06456409390847383
bi_bikol_tagalog,tagalog_test,all_xlmr,58.86794,6.590274720980909,0.5982000000000001,0.07469069553833327,0.5886,0.06602120871356414,0.20779999999999998,0.03486688973797347,0.38,0.09932094441757991,0.5846666666666667,0.06758328195641286
bi_bikol_tagalog,tagalog_test,mbert,55.4717,8.071420360134884,0.5614,0.08456535933820658,0.5549999999999999,0.08076509146902516,0.229,0.04546977017755863,0.32778,0.1216795258044672,0.5542,0.07950492647209562
bi_bikol_tagalog,tagalog_test,xlmr,56.98116,4.5046732587391975,0.5788,0.05014179893063271,0.5698000000000001,0.04536187826799061,0.21800000000000003,0.02386419912756344,0.35102,0.06661611666856601,0.5649333333333334,0.048502806333471295
