% Merged features for tagalog
@RELATION readability_tagalog

@ATTRIBUTE word_count NUMERIC
@ATTRIBUTE sentence_count NUMERIC
@ATTRIBUTE phrase_count_per_sentence NUMERIC
@ATTRIBUTE average_word_len NUMERIC
@ATTRIBUTE average_sentence_len NUMERIC
@ATTRIBUTE average_syllable_count NUMERIC
@ATTRIBUTE polysyll_count NUMERIC
@ATTRIBUTE consonant_cluster_density NUMERIC
@ATTRIBUTE v_density NUMERIC
@ATTRIBUTE cv_density NUMERIC
@ATTRIBUTE vc_density NUMERIC
@ATTRIBUTE cvc_density NUMERIC
@ATTRIBUTE vcc_density NUMERIC
@ATTRIBUTE cvcc_density NUMERIC
@ATTRIBUTE ccvc_density NUMERIC
@ATTRIBUTE ccv_density NUMERIC
@ATTRIBUTE ccvcc_density NUMERIC
@ATTRIBUTE ccvccc_density NUMERIC
@ATTRIBUTE tagalog_bigram_sim NUMERIC
@ATTRIBUTE bikol_bigram_sim NUMERIC
@ATTRIBUTE cebuano_bigram_sim NUMERIC
@ATTRIBUTE tagalog_trigram_sim NUMERIC
@ATTRIBUTE bikol_trigram_sim NUMERIC
@ATTRIBUTE cebuano_trigam_sim NUMERIC
@ATTRIBUTE class {1, 2, 3}

@DATA
30,6,0.0,3.6,5.0,1.7,0,0.2,1.7,1.5,0.9,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.9230769230769232,0.7948717948717948,0.8205128205128205,0.8125,0.4791666666666667,0.75,1
151,22,1.6,4.920529801324503,6.863636363636363,2.1390728476821192,3,0.4437086092715231,2.1390728476821192,1.8079470198675496,1.456953642384106,0.8675496688741722,0.3443708609271523,0.2781456953642384,0.119205298013245,0.2185430463576159,0.0331125827814569,0.0,0.7381756756756757,0.7297297297297297,0.7280405405405406,0.7891156462585034,0.6326530612244898,0.6689342403628118,1
189,23,1.391304347826087,5.455026455026455,8.217391304347826,2.3386243386243386,14,0.5132275132275133,2.3386243386243386,1.9312169312169312,1.8412698412698407,0.9523809523809524,0.3915343915343915,0.2857142857142857,0.1111111111111111,0.2063492063492063,0.0105820105820105,0.0,0.7593261131167268,0.7244283995186522,0.7376654632972323,0.8107255520504731,0.6514195583596214,0.6656151419558359,1
42,6,1.3333333333333333,5.071428571428571,7.0,2.1666666666666665,2,0.4523809523809524,2.1666666666666665,1.880952380952381,1.6428571428571428,0.9285714285714286,0.4047619047619047,0.3571428571428571,0.1666666666666666,0.2142857142857142,0.0476190476190476,0.0238095238095238,0.7941176470588235,0.7411764705882353,0.788235294117647,0.905511811023622,0.7480314960629921,0.7874015748031497,1
505,54,1.7391304347826086,4.376237623762377,9.351851851851851,1.9108910891089108,13,0.3821782178217822,1.9108910891089108,1.5584158415841585,1.376237623762376,0.7405940594059406,0.291089108910891,0.1603960396039604,0.1188118811881188,0.192079207920792,0.0237623762376237,0.0,0.7603550295857988,0.7479289940828402,0.7455621301775148,0.82066609735269,0.6319385140905209,0.6695132365499573,1
83,9,0.0,5.192771084337349,9.22222222222222,2.180722891566265,3,0.7108433734939759,2.180722891566265,1.6626506024096386,1.7710843373493976,0.8554216867469879,0.6506024096385542,0.3975903614457831,0.1686746987951807,0.4096385542168674,0.036144578313253,0.0,0.7959770114942529,0.7787356321839081,0.7614942528735632,0.7962264150943397,0.6490566037735849,0.7320754716981132,1
99,16,1.0625,4.05050505050505,6.1875,1.9191919191919191,2,0.2424242424242424,1.9191919191919191,1.505050505050505,1.2525252525252526,0.6363636363636364,0.1919191919191919,0.0707070707070707,0.0202020202020202,0.0808080808080808,0.0,0.0,0.8112582781456954,0.7649006622516556,0.7913907284768212,0.8768472906403941,0.6748768472906403,0.6896551724137931,1
27,7,1.2857142857142858,3.814814814814815,3.857142857142857,1.7777777777777777,0,0.1111111111111111,1.7777777777777777,1.5185185185185186,1.1111111111111112,0.8148148148148148,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.7763157894736842,0.6710526315789473,0.7368421052631579,0.7142857142857143,0.6326530612244898,0.7755102040816326,1
77,10,1.4444444444444444,4.558441558441558,7.7,1.9610389610389607,4,0.4805194805194805,1.9610389610389607,1.4675324675324677,1.4935064935064934,0.7662337662337663,0.3896103896103896,0.2857142857142857,0.0779220779220779,0.1298701298701298,0.0129870129870129,0.0,0.8686131386861314,0.8321167883211679,0.8540145985401459,0.9137055837563453,0.7715736040609137,0.7817258883248731,1
94,11,1.0909090909090908,5.308510638297872,8.545454545454545,2.202127659574468,5,0.5319148936170213,2.202127659574468,1.904255319148936,1.7872340425531914,1.0212765957446808,0.4468085106382978,0.3191489361702128,0.1808510638297872,0.2553191489361702,0.0531914893617021,0.0,0.7935323383084577,0.7487562189054726,0.753731343283582,0.8721311475409836,0.6852459016393443,0.7114754098360656,1
402,70,1.7045454545454546,4.41542288557214,5.742857142857143,1.9154228855721396,3,0.3059701492537313,1.9154228855721396,1.654228855721393,1.3606965174129353,0.7661691542288557,0.2412935323383084,0.1791044776119403,0.0945273631840796,0.1218905472636815,0.0248756218905472,0.0,0.6879588839941263,0.6659324522760646,0.6328928046989721,0.6554267650158061,0.5648050579557429,0.5974710221285564,1
188,14,1.7692307692307692,4.72872340425532,13.428571428571429,1.9893617021276595,6,0.4734042553191489,1.9893617021276595,1.648936170212766,1.50531914893617,0.8031914893617021,0.3670212765957447,0.25,0.0744680851063829,0.1968085106382978,0.0212765957446808,0.0,0.8051575931232091,0.7707736389684814,0.7779369627507163,0.8126232741617357,0.7041420118343196,0.7416173570019724,1
171,36,1.3888888888888888,5.0,4.75,1.824561403508772,3,0.5614035087719298,1.824561403508772,1.608187134502924,1.4269005847953216,0.8654970760233918,0.3859649122807017,0.2573099415204678,0.1228070175438596,0.1812865497076023,0.0584795321637426,0.0058479532163742,0.6544117647058824,0.625,0.6279411764705882,0.6600790513833992,0.5632411067193676,0.5375494071146245,1
32,7,1.3333333333333333,3.375,4.571428571428571,1.5,0,0.125,1.5,1.3125,0.9375,0.6875,0.0625,0.0,0.0,0.0,0.0,0.0,0.6842105263157895,0.6710526315789473,0.6973684210526315,0.6818181818181818,0.5909090909090909,0.5909090909090909,1
154,18,1.7058823529411764,4.876623376623376,8.555555555555555,2.0454545454545454,3,0.5064935064935064,2.0454545454545454,1.7467532467532467,1.5649350649350648,0.8896103896103896,0.3961038961038961,0.2532467532467532,0.1623376623376623,0.2207792207792207,0.0649350649350649,0.0,0.8324958123953099,0.7805695142378559,0.7738693467336684,0.891647855530474,0.7065462753950339,0.7291196388261851,1
205,28,1.2222222222222223,4.726829268292683,7.321428571428571,1.946341463414634,3,0.3853658536585366,1.946341463414634,1.7365853658536583,1.5658536585365854,0.9609756097560976,0.3317073170731707,0.2390243902439024,0.1170731707317073,0.1463414634146341,0.0097560975609756,0.0,0.81282722513089,0.7774869109947644,0.7853403141361257,0.851520572450805,0.7084078711985689,0.7459749552772809,1
193,28,1.4444444444444444,4.772020725388601,6.892857142857143,1.922279792746114,4,0.4818652849740932,1.922279792746114,1.7461139896373057,1.5025906735751295,0.927461139896373,0.3937823834196891,0.3523316062176165,0.1502590673575129,0.1865284974093264,0.0,0.0,0.8021978021978022,0.7527472527472527,0.7953296703296703,0.8373831775700935,0.7121495327102804,0.7420560747663552,1
147,16,1.2666666666666666,5.129251700680272,9.1875,2.1156462585034013,5,0.4965986394557823,2.1156462585034013,1.8435374149659864,1.727891156462585,0.979591836734694,0.4353741496598639,0.2789115646258503,0.1632653061224489,0.2312925170068027,0.0680272108843537,0.0068027210884353,0.7777777777777778,0.7197346600331676,0.7396351575456053,0.8606194690265486,0.6924778761061947,0.7256637168141593,1
443,102,1.2580645161290325,4.557562076749436,4.3431372549019605,1.9142212189616248,8,0.3950338600451467,1.9142212189616248,1.6343115124153498,1.4582392776523705,0.7787810383747178,0.2979683972911964,0.1986455981941309,0.0586907449209932,0.1038374717832957,0.0180586907449209,0.0,0.7484076433121019,0.7127388535031847,0.7121019108280254,0.7734165923282783,0.6422836752899197,0.6806422836752899,1
159,16,2.2142857142857144,4.628930817610063,9.9375,2.0,3,0.320754716981132,2.0,1.7232704402515724,1.4842767295597483,0.8238993710691824,0.2893081761006289,0.2264150943396226,0.10062893081761,0.1572327044025157,0.0,0.0,0.8017391304347826,0.768695652173913,0.7721739130434783,0.8240963855421687,0.6216867469879518,0.6650602409638554,1
76,2,0.0,4.315789473684211,38.0,1.9342105263157892,1,0.3815789473684211,1.9342105263157892,1.513157894736842,1.2105263157894737,0.6578947368421053,0.3289473684210526,0.1842105263157894,0.0921052631578947,0.131578947368421,0.0,0.0,0.7182539682539683,0.6706349206349206,0.7261904761904762,0.8352272727272727,0.5909090909090909,0.7272727272727273,1
54,5,0.0,4.944444444444445,10.8,2.1481481481481484,0,0.4074074074074074,2.1481481481481484,1.851851851851852,1.5925925925925926,0.8703703703703703,0.3148148148148148,0.2777777777777778,0.1111111111111111,0.2037037037037037,0.0,0.0,0.7688679245283019,0.6698113207547169,0.6839622641509434,0.8407643312101911,0.5923566878980892,0.6114649681528662,1
211,21,1.619047619047619,4.85308056872038,10.047619047619047,1.976303317535545,3,0.5213270142180095,1.976303317535545,1.800947867298578,1.4597156398104263,0.909952606635071,0.3838862559241706,0.2748815165876777,0.1658767772511848,0.2511848341232227,0.0426540284360189,0.0,0.754017305315204,0.715698393077874,0.7206427688504327,0.803030303030303,0.632996632996633,0.6734006734006734,1
182,21,1.2352941176470589,4.791208791208791,8.666666666666666,2.005494505494505,3,0.456043956043956,2.005494505494505,1.6813186813186811,1.5714285714285714,0.8956043956043956,0.3846153846153846,0.2857142857142857,0.0934065934065934,0.1208791208791208,0.0219780219780219,0.0,0.8023255813953488,0.7558139534883721,0.7819767441860465,0.8359683794466403,0.6758893280632411,0.7470355731225297,1
172,27,1.5384615384615383,5.476744186046512,6.37037037037037,2.2732558139534884,8,0.5058139534883721,2.2732558139534884,2.046511627906977,1.8662790697674416,1.1046511627906976,0.4186046511627907,0.3081395348837209,0.1860465116279069,0.2906976744186046,0.0348837209302325,0.0,0.8230668414154653,0.8034076015727392,0.7916120576671035,0.8304794520547946,0.7054794520547946,0.708904109589041,1
97,9,1.3333333333333333,4.639175257731959,10.77777777777778,1.9381443298969072,0,0.4845360824742268,1.9381443298969072,1.690721649484536,1.4123711340206186,0.8969072164948454,0.3917525773195876,0.2886597938144329,0.1649484536082474,0.1958762886597938,0.0618556701030927,0.0,0.74,0.7114285714285714,0.7057142857142857,0.768,0.592,0.616,1
191,18,1.3333333333333333,4.884816753926701,10.61111111111111,2.026178010471204,8,0.5287958115183246,2.026178010471204,1.7225130890052356,1.5602094240837696,0.8691099476439791,0.4136125654450261,0.3246073298429319,0.1256544502617801,0.2303664921465968,0.0052356020942408,0.0,0.7788331071913162,0.728629579375848,0.723202170963365,0.8047882136279927,0.6445672191528545,0.6832412523020258,1
180,15,1.7692307692307692,4.4944444444444445,12.0,1.8277777777777775,2,0.4333333333333333,1.8277777777777775,1.5611111111111111,1.4555555555555555,0.8166666666666667,0.3111111111111111,0.2166666666666666,0.1166666666666666,0.1611111111111111,0.0222222222222222,0.0,0.7543859649122807,0.682615629984051,0.7256778309409888,0.7869955156950673,0.600896860986547,0.6434977578475336,1
127,19,1.4615384615384617,4.6141732283464565,6.684210526315789,1.9606299212598424,3,0.5039370078740157,1.9606299212598424,1.6456692913385826,1.3779527559055118,0.7795275590551181,0.4094488188976378,0.2598425196850393,0.1889763779527559,0.2755905511811024,0.0551181102362204,0.0,0.7292576419213974,0.6899563318777293,0.6921397379912664,0.7545454545454545,0.6272727272727273,0.6666666666666666,1
364,53,1.4047619047619049,4.730769230769231,6.867924528301887,1.978021978021978,4,0.4368131868131868,1.978021978021978,1.7774725274725274,1.4532967032967032,0.8846153846153846,0.3461538461538461,0.2857142857142857,0.1868131868131868,0.2417582417582417,0.0164835164835164,0.0,0.6999260901699926,0.6489283074648928,0.6400591278640059,0.6991869918699187,0.5548780487804879,0.5873983739837398,1
99,15,1.4666666666666666,4.232323232323233,6.6,1.8282828282828285,2,0.2828282828282828,1.8282828282828285,1.616161616161616,1.3131313131313131,0.7676767676767676,0.202020202020202,0.101010101010101,0.0505050505050505,0.101010101010101,0.0,0.0,0.765625,0.690625,0.665625,0.7647058823529411,0.5972850678733032,0.7013574660633484,1
1120,139,1.794392523364486,4.665178571428571,8.057553956834532,2.0017857142857145,32,0.3607142857142857,2.0017857142857145,1.7598214285714286,1.4758928571428571,0.8375,0.2901785714285714,0.2214285714285714,0.08125,0.1544642857142857,0.0089285714285714,0.0017857142857142,0.7898104848634014,0.7391090327344327,0.7592911641644106,0.8382099827882961,0.685025817555938,0.7222030981067126,1
624,75,1.5,4.798076923076923,8.32,2.08974358974359,21,0.3605769230769231,2.08974358974359,1.8269230769230769,1.551282051282051,0.8974358974358975,0.3076923076923077,0.25,0.1185897435897435,0.1714743589743589,0.0288461538461538,0.0,0.7967755621552821,0.7445905812473483,0.7411964361476453,0.827906976744186,0.6680232558139535,0.6970930232558139,1
234,17,1.7647058823529411,4.948717948717949,13.764705882352942,2.0042735042735043,5,0.5470085470085471,2.0042735042735043,1.7307692307692308,1.5384615384615383,0.9230769230769232,0.4615384615384615,0.3376068376068376,0.2094017094017094,0.2863247863247863,0.047008547008547,0.0,0.7648970747562297,0.7432286023835319,0.7388949079089924,0.813953488372093,0.6642441860465116,0.6540697674418605,1
160,10,1.1,4.99375,16.0,2.06875,11,0.55,2.06875,1.76875,1.60625,0.8875,0.45625,0.28125,0.15,0.26875,0.0625,0.0,0.7610759493670886,0.740506329113924,0.7294303797468354,0.815845824411135,0.6466809421841542,0.6659528907922913,1
1133,118,1.5247524752475248,4.745807590467785,9.601694915254235,1.9549867608120035,31,0.4819064430714916,1.9549867608120035,1.739629302736099,1.4616063548102385,0.8852603706972639,0.3715798764342454,0.3053839364518976,0.1544571932921447,0.2021182700794351,0.0220653133274492,0.0008826125330979,0.7602836879432624,0.7156028368794326,0.7349881796690307,0.7852283770651117,0.6407515387107224,0.6624554583738257,1
170,20,2.9,4.376470588235295,8.5,1.923529411764706,2,0.3470588235294117,1.923529411764706,1.5294117647058822,1.3411764705882352,0.711764705882353,0.288235294117647,0.2352941176470588,0.0470588235294117,0.1294117647058823,0.0176470588235294,0.0,0.7560975609756098,0.7491289198606271,0.7160278745644599,0.8663366336633663,0.6856435643564357,0.698019801980198,1
218,29,0.0,5.26605504587156,7.517241379310345,2.1605504587155964,13,0.555045871559633,2.1605504587155964,1.908256880733945,1.724770642201835,0.9862385321100916,0.4266055045871559,0.2844036697247706,0.146788990825688,0.2614678899082568,0.0321100917431192,0.0,0.7801724137931034,0.7629310344827587,0.7672413793103449,0.7937853107344632,0.6596045197740112,0.690677966101695,1
444,57,1.7142857142857142,4.63963963963964,7.7894736842105265,1.9752252252252247,10,0.3738738738738739,1.9752252252252247,1.7432432432432432,1.470720720720721,0.8581081081081081,0.2882882882882883,0.2207207207207207,0.1058558558558558,0.1846846846846846,0.0225225225225225,0.0,0.815509693558474,0.7611006879299562,0.7617260787992496,0.8505244755244755,0.7036713286713286,0.7368881118881119,1
716,73,1.3676470588235294,4.681564245810056,9.808219178082192,1.9357541899441344,11,0.4776536312849162,1.9357541899441344,1.6620111731843576,1.4441340782122905,0.8198324022346368,0.3687150837988827,0.2737430167597765,0.0921787709497206,0.1829608938547486,0.020949720670391,0.0,0.807265774378585,0.7544933078393882,0.7694072657743786,0.8385554965480616,0.6707381837493361,0.709506107275624,1
188,16,1.3076923076923077,4.702127659574468,11.75,1.9946808510638296,2,0.4734042553191489,1.9946808510638296,1.7234042553191489,1.4414893617021276,0.8085106382978723,0.3989361702127659,0.2606382978723404,0.1170212765957446,0.2872340425531915,0.0425531914893617,0.0,0.7622478386167147,0.7363112391930836,0.7478386167146974,0.8475247524752475,0.6594059405940594,0.6772277227722773,1
173,24,1.5,4.959537572254336,7.208333333333333,2.098265895953757,7,0.4161849710982659,2.098265895953757,1.884393063583815,1.6011560693641618,0.9364161849710982,0.3236994219653179,0.2312138728323699,0.1156069364161849,0.1618497109826589,0.0115606936416184,0.0,0.7763157894736842,0.7309941520467836,0.7324561403508771,0.8392156862745098,0.6529411764705882,0.6666666666666666,1
275,25,1.565217391304348,4.825454545454545,11.0,2.069090909090909,6,0.3709090909090909,2.069090909090909,1.8363636363636364,1.5563636363636364,0.9090909090909092,0.3127272727272727,0.2436363636363636,0.1018181818181818,0.16,0.0145454545454545,0.0,0.7761904761904762,0.7485714285714286,0.7704761904761904,0.7994825355756792,0.6778783958602846,0.6416558861578266,1
71,12,1.1666666666666667,3.9859154929577465,5.916666666666667,1.816901408450704,1,0.2253521126760563,1.816901408450704,1.5070422535211268,1.1830985915492958,0.5915492957746479,0.2253521126760563,0.1408450704225352,0.0704225352112676,0.0845070422535211,0.0,0.0,0.7641509433962265,0.7358490566037735,0.7075471698113207,0.7588652482269503,0.6595744680851063,0.7092198581560284,1
176,25,1.44,5.113636363636363,7.04,2.1818181818181817,10,0.4715909090909091,2.1818181818181817,1.8977272727272727,1.630681818181818,0.9488636363636364,0.3636363636363636,0.2670454545454545,0.1363636363636363,0.2272727272727272,0.0170454545454545,0.0,0.7707182320441989,0.744475138121547,0.7375690607734806,0.833941605839416,0.6934306569343066,0.7244525547445255,1
