book_title,consonant_cluster_density,v_density,cv_density,vc_density,cvc_density,vcc_density,cvcc_density,ccvc_density,ccv_density,ccvcc_density,ccvccc_density,grade_level
Aaloo-Maaloo-Kaaloo___Central_Bikol,0.3485714285714286,2.142857142857143,1.7885714285714285,1.4457142857142857,0.8342857142857143,0.2571428571428571,0.2342857142857143,0.10285714285714286,0.21714285714285714,0.022857142857142857,0.0,1
Ang_Ladybird___Central_Bikol,0.4931506849315068,1.917808219178082,1.6643835616438356,1.3972602739726028,0.8424657534246576,0.4383561643835616,0.3424657534246575,0.2054794520547945,0.3493150684931507,0.0958904109589041,0.0,1
Ang_Pag-arog_ni_Toto_sa_saiyang_Lolo___Central_Bikol-v12022.08.25T085616,0.26851851851851855,2.009259259259259,1.8055555555555556,1.3148148148148149,0.8611111111111112,0.24074074074074073,0.19444444444444445,0.12037037037037036,0.17592592592592593,0.0,0.0,1
Ang_Samuyang_Baka_na_Si_Pedro___Central_Bikol,0.4805194805194805,1.974025974025974,1.8051948051948052,1.2727272727272727,0.8701298701298701,0.4025974025974026,0.35064935064935066,0.16883116883116883,0.44155844155844154,0.012987012987012988,0.0,1
Ano_ang_makangangalas_na_ginibo_ni_Ameena____Central_Bikol,0.4019607843137255,2.0784313725490198,1.607843137254902,1.2941176470588236,0.6274509803921569,0.35294117647058826,0.21568627450980393,0.1568627450980392,0.28431372549019607,0.0784313725490196,0.00980392156862745,1
Ano_ta_Dai_Nagtatalubo____Central_Bikol,0.2905027932960894,2.016759776536313,1.7541899441340782,1.4301675977653632,0.8938547486033519,0.2681564245810056,0.22346368715083798,0.13966480446927373,0.22905027932960895,0.0335195530726257,0.0,1
An_Awit_nin_Duri-duri___Central_Bikol,0.45491803278688525,2.122950819672131,1.6926229508196722,1.4262295081967213,0.8442622950819673,0.3114754098360656,0.20901639344262296,0.18442622950819673,0.319672131147541,0.045081967213114756,0.00819672131147541,1
An_Bubuyog_asin_an_Elepante___Central_Bikol,0.39325842696629215,1.9213483146067416,1.651685393258427,1.449438202247191,0.7865168539325843,0.34831460674157305,0.29213483146067415,0.06741573033707865,0.1348314606741573,0.011235955056179775,0.0,1
An_Ikus_asin_Ayam__Nyain_an_Ikus_____Central_Bikol,0.23673469387755103,1.853061224489796,1.3959183673469389,1.579591836734694,0.8571428571428571,0.20408163265306123,0.18775510204081633,0.08979591836734693,0.16326530612244897,0.00816326530612245,0.0,1
An_Kawat_ni_Mona_buda_Milo___Central_Bikol,0.5,1.9594594594594594,1.7297297297297298,1.3513513513513513,1.0,0.3783783783783784,0.35135135135135137,0.20270270270270271,0.36486486486486486,0.13513513513513514,0.0,1
An_Koneho_asin_Ayam___Central_Bikol-v12022.08.26T022028,0.41208791208791207,2.0824175824175826,1.6868131868131868,1.5714285714285714,0.8791208791208791,0.32967032967032966,0.24175824175824176,0.18681318681318682,0.29120879120879123,0.038461538461538464,0.01098901098901099,1
An_Lion_Nagdadalagan_asin_an_Baka_Naglalakaw___Central_Bikol,0.5909090909090909,2.227272727272727,1.75,1.9090909090909092,1.1136363636363635,0.5227272727272727,0.4318181818181818,0.38636363636363635,0.45454545454545453,0.022727272727272728,0.0,1
An_Magayunun_na_Aldaw___Central_Bikol,0.24468085106382978,1.872340425531915,1.6063829787234043,1.2606382978723405,0.7553191489361702,0.21808510638297873,0.1595744680851064,0.12234042553191489,0.19148936170212766,0.026595744680851064,0.0,1
An_Magbarkadang_Kasag_asin_Sira___Central_Bikol,0.4277456647398844,1.953757225433526,1.6127167630057804,1.5202312138728324,0.9364161849710982,0.34104046242774566,0.2658959537572254,0.19653179190751446,0.2947976878612717,0.06936416184971098,0.011560693641618497,1
An_Mahamis_na_Mansanas___Central_Bikol,0.3248407643312102,1.9681528662420382,1.6624203821656052,1.4267515923566878,0.821656050955414,0.29936305732484075,0.24203821656050956,0.15286624203821655,0.2356687898089172,0.03821656050955414,0.0,1
An_Makaraw_na_Millipede___Central_Bikol,0.47540983606557374,2.1557377049180326,1.778688524590164,1.7131147540983607,0.9836065573770492,0.4016393442622951,0.3114754098360656,0.26229508196721313,0.3442622950819672,0.03278688524590164,0.0,1
