book_title,tagalog_bigram_sim,bikol_bigram_sim,cebuano_bigram_sim,tagalog_trigram_sim,bikol_trigram_sim,cebuano_trigam_sim,grade_level
Akong Higala,0.7608695652173914,0.7028985507246377,0.7282608695652174,0.7127659574468085,0.6223404255319149,0.8297872340425532,1
Alibangbang ug Kalaw,0.8050314465408805,0.8238993710691824,0.8176100628930818,0.7540983606557377,0.7786885245901639,0.680327868852459,1
Amigo Kong Piso,0.6796875,0.6328125,0.6484375,0.6043956043956044,0.5494505494505495,0.6923076923076923,1
An Akon Pamilya,0.7892156862745098,0.7205882352941176,0.7647058823529411,0.7876712328767124,0.684931506849315,0.821917808219178,1
Ang  Paypay ni Pipay,0.660377358490566,0.6792452830188679,0.660377358490566,0.47368421052631576,0.3157894736842105,0.7105263157894737,1
Ang Adlaw,0.75,0.75,0.8125,0.7831858407079646,0.6946902654867256,0.8938053097345132,1
Ang Akong Alkansiya,0.7627118644067796,0.6779661016949152,0.7796610169491526,0.6428571428571429,0.47619047619047616,0.6190476190476191,1
Ang Akong Dulaan,0.6258503401360545,0.5714285714285714,0.6870748299319728,0.5922330097087378,0.5728155339805825,0.6990291262135923,1
Ang Akong Higala,0.7573529411764706,0.6691176470588235,0.7941176470588235,0.8137254901960784,0.6764705882352942,0.8823529411764706,1
Ang Akong Suod Nga Amigo,0.7085201793721974,0.6771300448430493,0.6860986547085202,0.6580645161290323,0.6064516129032258,0.7161290322580646,1
Ang Among Pamilya,0.7202970297029703,0.6831683168316832,0.754950495049505,0.6666666666666666,0.6054421768707483,0.7482993197278912,1
Ang Anak ug Amahan,0.7510729613733905,0.6866952789699571,0.7553648068669528,0.6785714285714286,0.6309523809523809,0.7023809523809523,1
Ang Baka,0.6430769230769231,0.5907692307692308,0.6676923076923077,0.584070796460177,0.48672566371681414,0.6238938053097345,1
Ang Baki,0.6541095890410958,0.6541095890410958,0.7226027397260274,0.6431924882629108,0.596244131455399,0.7323943661971831,1
Ang Bangaw,0.6268656716417911,0.6268656716417911,0.6343283582089553,0.6262626262626263,0.6161616161616161,0.6464646464646465,1
Ang Bao,0.75,0.609375,0.75,0.5777777777777777,0.4888888888888889,0.6888888888888889,1
Ang Bato,0.7432432432432432,0.6621621621621622,0.7567567567567568,0.6545454545454545,0.5454545454545454,0.7818181818181819,1
Ang Birthday ni Jennilyn,0.7098445595854922,0.6787564766839378,0.7357512953367875,0.6027397260273972,0.5342465753424658,0.6712328767123288,1
Ang Bitoon,0.7611111111111111,0.6888888888888889,0.7777777777777778,0.6507936507936508,0.5476190476190477,0.6428571428571429,1
Ang Bola ni Mila,0.784,0.696,0.8,0.7209302325581395,0.6046511627906976,0.7906976744186046,1
Ang Buhok,0.5517241379310345,0.5,0.5689655172413793,0.5757575757575758,0.45454545454545453,0.45454545454545453,1
Ang Bulak nga Santan,0.671875,0.6875,0.734375,0.6666666666666666,0.6666666666666666,0.6904761904761905,1
Ang Celfon ni Niña,0.8,0.75,0.8,0.6847826086956522,0.5108695652173914,0.717391304347826,1
Ang Dagat,0.7702702702702703,0.7432432432432432,0.7702702702702703,0.7692307692307693,0.6346153846153846,0.7115384615384616,1
Ang Dala ni Almaug Mama,0.875,0.7916666666666666,0.8958333333333334,0.8387096774193549,0.5806451612903226,0.8387096774193549,1
Ang Dalunggan,0.6554054054054054,0.6114864864864865,0.6587837837837838,0.6283185840707964,0.5663716814159292,0.6415929203539823,1
Ang French Fries,0.5714285714285714,0.4968944099378882,0.6086956521739131,0.5299145299145299,0.49572649572649574,0.6324786324786325,1
Ang Gasa ni Mama,0.6756756756756757,0.6621621621621622,0.7162162162162162,0.6458333333333334,0.5416666666666666,0.6666666666666666,1
Ang Gasa,0.673469387755102,0.673469387755102,0.673469387755102,0.5806451612903226,0.5161290322580645,0.5806451612903226,1
Ang Gatas sa Lata,0.9,0.9,0.92,0.8709677419354839,0.5161290322580645,0.7419354838709677,1
Ang Hardin Ni Balaraw,0.6697142857142857,0.6491428571428571,0.6948571428571428,0.6446153846153846,0.54,0.6292307692307693,1
Ang Hardin Ni Hannah,0.765625,0.725,0.771875,0.7136563876651982,0.5903083700440529,0.8193832599118943,1
Ang Hardin Ni Susan,0.7011494252873564,0.6513409961685823,0.7777777777777778,0.7403314917127072,0.6629834254143646,0.850828729281768,1
Ang Hiniktan ni Islaw,0.7674418604651163,0.6837209302325581,0.7767441860465116,0.7086092715231788,0.5695364238410596,0.7483443708609272,1
Ang Iring ni Ling,0.7647058823529411,0.6470588235294118,0.7352941176470589,0.8409090909090909,0.7954545454545454,0.9090909090909091,1
Ang Iring ni Luming,0.6758241758241759,0.5659340659340659,0.6373626373626373,0.7593984962406015,0.6541353383458647,0.7518796992481203,1
Ang Iro ni Pedro,0.78125,0.765625,0.80078125,0.7611111111111111,0.7166666666666667,0.8333333333333334,1
Ang Itoy ni Ikoy,0.726027397260274,0.636986301369863,0.7397260273972602,0.5979381443298969,0.5670103092783505,0.6907216494845361,1
Ang Kabaw nga si Kulas,0.7837837837837838,0.7972972972972973,0.8108108108108109,0.64,0.6,0.74,1
Ang Kabaw ni lolo,0.6379310344827587,0.5517241379310345,0.6379310344827587,0.47368421052631576,0.39473684210526316,0.5,1
Ang Kaka ni Katkat,0.9,0.9,0.9,0.6923076923076923,0.6923076923076923,0.6923076923076923,1
Ang Kaka ni Tata,1.0,1.0,1.0,1.0,1.0,1.0,1
Ang Kaka,0.926829268292683,0.926829268292683,0.926829268292683,0.8095238095238095,0.6666666666666666,0.9047619047619048,1
Ang Kalikupan,0.7125748502994012,0.6646706586826348,0.7544910179640718,0.6587301587301587,0.626984126984127,0.7698412698412699,1
Ang Kalo ni Karlo,0.6756756756756757,0.6486486486486487,0.6891891891891891,0.64,0.48,0.68,1
Ang Kama ni Mama ug Makmak,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.7777777777777778,0.6666666666666666,0.7777777777777778,1
Ang kama,1.0,1.0,1.0,1.0,0.84,1.0,1
Ang Kamot ni Momay,0.6271186440677966,0.6271186440677966,0.6271186440677966,0.3611111111111111,0.5277777777777778,0.8888888888888888,1
Ang Kanding ni Karding,0.6530612244897959,0.6326530612244898,0.7244897959183674,0.5945945945945946,0.47297297297297297,0.6216216216216216,1
Ang Kanding Ni Pedro,0.7410071942446043,0.7074340527577938,0.7721822541966427,0.7185430463576159,0.6556291390728477,0.7880794701986755,1
Ang Kanta ni Anta,0.7737556561085973,0.6742081447963801,0.7918552036199095,0.7515151515151515,0.7151515151515152,0.8242424242424242,1
Ang kilay ni Kentoy,0.6730769230769231,0.5833333333333334,0.6858974358974359,0.6203703703703703,0.5555555555555556,0.6666666666666666,1
Ang Kusog nga Linog,0.6724137931034483,0.6517241379310345,0.696551724137931,0.5849056603773585,0.5188679245283019,0.6462264150943396,1
Ang Kwarto Ko,0.6993006993006993,0.6573426573426573,0.6923076923076923,0.5098039215686274,0.49019607843137253,0.5882352941176471,1
Ang Langaw,0.8580645161290322,0.8387096774193549,0.8774193548387097,0.7787610619469026,0.6106194690265486,0.7876106194690266,1
Ang Lapis ni Sedes,0.7093023255813954,0.6162790697674418,0.686046511627907,0.6129032258064516,0.4032258064516129,0.6451612903225806,1
Ang Lima ka Baki,0.7910447761194029,0.7761194029850746,0.8805970149253731,0.75,0.6388888888888888,0.6111111111111112,1
