% Merged features for bikol
@RELATION readability_bikol

@ATTRIBUTE word_count NUMERIC
@ATTRIBUTE sentence_count NUMERIC
@ATTRIBUTE phrase_count_per_sentence NUMERIC
@ATTRIBUTE average_word_len NUMERIC
@ATTRIBUTE average_sentence_len NUMERIC
@ATTRIBUTE average_syllable_count NUMERIC
@ATTRIBUTE polysyll_count NUMERIC
@ATTRIBUTE consonant_cluster_density NUMERIC
@ATTRIBUTE v_density NUMERIC
@ATTRIBUTE cv_density NUMERIC
@ATTRIBUTE vc_density NUMERIC
@ATTRIBUTE cvc_density NUMERIC
@ATTRIBUTE vcc_density NUMERIC
@ATTRIBUTE cvcc_density NUMERIC
@ATTRIBUTE ccvc_density NUMERIC
@ATTRIBUTE ccv_density NUMERIC
@ATTRIBUTE ccvcc_density NUMERIC
@ATTRIBUTE ccvccc_density NUMERIC
@ATTRIBUTE tagalog_bigram_sim NUMERIC
@ATTRIBUTE bikol_bigram_sim NUMERIC
@ATTRIBUTE cebuano_bigram_sim NUMERIC
@ATTRIBUTE tagalog_trigram_sim NUMERIC
@ATTRIBUTE bikol_trigram_sim NUMERIC
@ATTRIBUTE cebuano_trigam_sim NUMERIC
@ATTRIBUTE class {1, 2, 3}

@DATA
175,22,1.8571428571428568,4.805714285714286,7.954545454545454,2.142857142857143,1,0.3485714285714286,2.142857142857143,1.7885714285714285,1.4457142857142855,0.8342857142857143,0.2571428571428571,0.2342857142857143,0.1028571428571428,0.2171428571428571,0.0228571428571428,0.0,0.7409638554216867,0.7469879518072289,0.7469879518072289,0.7392197125256673,0.6940451745379876,0.6694045174537988,1
146,16,1.1428571428571428,4.623287671232877,9.125,1.917808219178082,1,0.4931506849315068,1.917808219178082,1.6643835616438356,1.3972602739726028,0.8424657534246576,0.4383561643835616,0.3424657534246575,0.2054794520547945,0.3493150684931507,0.0958904109589041,0.0,0.6812977099236641,0.6755725190839694,0.6431297709923665,0.5764075067024129,0.6166219839142091,0.514745308310992,1
108,15,0.0,4.564814814814815,7.2,2.009259259259259,0,0.2685185185185185,2.009259259259259,1.805555555555556,1.3148148148148149,0.8611111111111112,0.2407407407407407,0.1944444444444444,0.1203703703703703,0.1759259259259259,0.0,0.0,0.59375,0.546875,0.6067708333333334,0.5163636363636364,0.6,0.5018181818181818,1
77,12,1.0833333333333333,4.623376623376624,6.416666666666667,1.974025974025974,3,0.4805194805194805,1.974025974025974,1.8051948051948048,1.2727272727272727,0.8701298701298701,0.4025974025974026,0.3506493506493506,0.1688311688311688,0.4415584415584415,0.0129870129870129,0.0,0.6028880866425993,0.6498194945848376,0.5848375451263538,0.5353535353535354,0.5909090909090909,0.4696969696969697,1
102,23,1.2,4.53921568627451,4.434782608695652,2.07843137254902,4,0.4019607843137255,2.07843137254902,1.607843137254902,1.2941176470588236,0.6274509803921569,0.3529411764705882,0.2156862745098039,0.1568627450980392,0.284313725490196,0.0784313725490196,0.0098039215686274,0.6371191135734072,0.6426592797783933,0.6509695290858726,0.583011583011583,0.61003861003861,0.5598455598455598,1
179,15,2.8181818181818183,4.625698324022347,11.933333333333334,2.016759776536313,1,0.2905027932960894,2.016759776536313,1.7541899441340782,1.4301675977653632,0.8938547486033519,0.2681564245810056,0.2234636871508379,0.1396648044692737,0.2290502793296089,0.0335195530726257,0.0,0.6348228043143297,0.650231124807396,0.6209553158705701,0.6085106382978723,0.6638297872340425,0.5702127659574469,1
244,67,1.619047619047619,4.913934426229508,3.6417910447761193,2.122950819672131,10,0.4549180327868852,2.122950819672131,1.6926229508196722,1.4262295081967211,0.8442622950819673,0.3114754098360656,0.2090163934426229,0.1844262295081967,0.319672131147541,0.0450819672131147,0.0081967213114754,0.5631067961165048,0.5706580366774542,0.5663430420711975,0.516030534351145,0.5282442748091603,0.4580152671755725,1
89,18,1.4166666666666667,4.561797752808989,4.944444444444445,1.9213483146067416,0,0.3932584269662921,1.9213483146067416,1.651685393258427,1.449438202247191,0.7865168539325843,0.348314606741573,0.2921348314606741,0.0674157303370786,0.1348314606741573,0.0112359550561797,0.0,0.6561514195583596,0.6750788643533123,0.6561514195583596,0.5482456140350878,0.6754385964912281,0.5921052631578947,1
245,37,1.3333333333333333,4.277551020408163,6.621621621621622,1.853061224489796,0,0.236734693877551,1.853061224489796,1.3959183673469389,1.579591836734694,0.8571428571428571,0.2040816326530612,0.1877551020408163,0.0897959183673469,0.1632653061224489,0.0081632653061224,0.0,0.7198007471980075,0.7334993773349938,0.7222914072229141,0.7043010752688172,0.7670250896057348,0.6164874551971327,1
74,11,1.1666666666666667,4.608108108108108,6.727272727272728,1.9594594594594597,0,0.5,1.9594594594594597,1.7297297297297298,1.351351351351351,1.0,0.3783783783783784,0.3513513513513513,0.2027027027027027,0.3648648648648648,0.1351351351351351,0.0,0.6816479400749064,0.700374531835206,0.651685393258427,0.6839378238341969,0.7357512953367875,0.533678756476684,1
182,15,1.2666666666666666,4.84065934065934,12.133333333333333,2.0824175824175826,4,0.412087912087912,2.0824175824175826,1.6868131868131868,1.5714285714285714,0.8791208791208791,0.3296703296703296,0.2417582417582417,0.1868131868131868,0.2912087912087912,0.0384615384615384,0.0109890109890109,0.6323319027181689,0.6280400572246065,0.6123032904148784,0.5222437137330754,0.6015473887814313,0.5067698259187621,1
44,11,1.6,5.340909090909091,4.0,2.227272727272727,4,0.5909090909090909,2.227272727272727,1.75,1.9090909090909087,1.1136363636363635,0.5227272727272727,0.4318181818181818,0.3863636363636363,0.4545454545454545,0.0227272727272727,0.0,0.6684210526315789,0.6631578947368421,0.6947368421052632,0.6530612244897959,0.7278911564625851,0.6122448979591837,1
188,27,1.5416666666666667,4.164893617021277,6.962962962962963,1.872340425531915,3,0.2446808510638297,1.872340425531915,1.6063829787234043,1.2606382978723405,0.7553191489361702,0.2180851063829787,0.1595744680851064,0.1223404255319148,0.1914893617021276,0.026595744680851,0.0,0.6902356902356902,0.6919191919191919,0.6767676767676768,0.5802469135802469,0.6419753086419753,0.5654320987654321,1
173,14,1.7333333333333334,4.699421965317919,12.357142857142858,1.953757225433526,4,0.4277456647398844,1.953757225433526,1.6127167630057804,1.5202312138728324,0.9364161849710982,0.3410404624277456,0.2658959537572254,0.1965317919075144,0.2947976878612717,0.0693641618497109,0.0115606936416184,0.6416275430359938,0.6353677621283255,0.6071987480438185,0.5802997858672377,0.6552462526766595,0.5674518201284796,1
157,22,1.9411764705882355,4.490445859872612,7.136363636363637,1.9681528662420384,0,0.3248407643312102,1.9681528662420384,1.6624203821656052,1.4267515923566878,0.821656050955414,0.2993630573248407,0.2420382165605095,0.1528662420382165,0.2356687898089172,0.0382165605095541,0.0,0.7208029197080292,0.7135036496350365,0.7043795620437956,0.6214833759590793,0.6777493606138107,0.578005115089514,1
