doc_id,word_count,sentence_count,mean_word_len,mean_sentence_len,mean_syll_per_word,polysyll_count,phrase_count,type_token_ratio,cv,cvc,ccvc,ccvccc,cons_cluster,tag_bi,bik_bi,ceb_bi,tag_tri,bik_tri,ceb_tri,label,language,split_role
0,57,17,3.3859649122807016,3.3529411764705883,1.7017543859649122,0,0.0,0.17543859649122806,1.4385964912280702,0.543859649122807,0.0,0.0,0.12280701754385964,0.9191176470588235,0.8308823529411765,0.8308823529411765,0.8333333333333334,0.47619047619047616,0.8214285714285714,1,tagalog,high_resource
1,153,23,4.9411764705882355,6.6521739130434785,2.1372549019607843,3,1.5625,0.5751633986928104,1.8104575163398693,0.869281045751634,0.11764705882352941,0.0,0.45098039215686275,0.7296849087893864,0.7180762852404643,0.7164179104477612,0.7755555555555556,0.6222222222222222,0.6555555555555556,1,tagalog,high_resource
2,61,7,5.557377049180328,8.714285714285714,2.2295081967213113,4,1.8571428571428572,0.7413793103448276,1.8852459016393444,0.9836065573770492,0.21311475409836064,0.0,0.5901639344262295,0.5579710144927537,0.5615942028985508,0.5253623188405797,0.5,0.5093457943925234,0.45794392523364486,1,tagalog,high_resource
3,223,25,5.327354260089686,8.92,2.291479820627803,14,1.3461538461538463,0.3952380952380952,1.8699551569506727,0.9103139013452914,0.11210762331838565,0.0,0.5067264573991032,0.7555089192025184,0.7240293809024134,0.7397691500524659,0.8060941828254847,0.649584487534626,0.6592797783933518,1,tagalog,high_resource
4,189,16,5.2063492063492065,11.8125,2.142857142857143,12,1.375,0.5106382978723404,1.8465608465608465,0.9365079365079365,0.14814814814814814,0.0,0.5291005291005291,0.7531486146095718,0.716624685138539,0.7115869017632241,0.7607260726072608,0.6204620462046204,0.6155115511551155,1,tagalog,high_resource
5,457,48,5.085339168490153,9.520833333333334,2.1203501094091903,20,1.2916666666666667,0.4919908466819222,1.8074398249452954,0.925601750547046,0.1575492341356674,0.0,0.4814004376367615,0.7085372485046221,0.6867862969004894,0.6769983686786297,0.7404970760233918,0.5935672514619883,0.6206140350877193,1,tagalog,high_resource
6,130,35,3.830769230769231,3.7142857142857144,1.9076923076923078,0,0.0,0.1889763779527559,1.3384615384615384,0.5153846153846153,0.05384615384615385,0.0,0.2230769230769231,0.7561643835616438,0.7671232876712328,0.726027397260274,0.6896551724137931,0.6336206896551724,0.646551724137931,1,tagalog,high_resource
7,14,2,5.214285714285714,7.0,2.2857142857142856,0,1.6666666666666667,0.6153846153846154,1.6428571428571428,0.8571428571428571,0.07142857142857142,0.0,0.42857142857142855,0.6779661016949152,0.6949152542372882,0.6779661016949152,0.8,0.5777777777777777,0.7111111111111111,1,tagalog,high_resource
8,19,1,4.526315789473684,19.0,1.5789473684210527,0,1.5,0.5789473684210527,1.1578947368421053,0.6842105263157895,0.15789473684210525,0.0,0.8947368421052632,0.47761194029850745,0.5373134328358209,0.5373134328358209,0.5625,0.5,0.5416666666666666,1,tagalog,high_resource
9,105,15,3.9904761904761905,7.0,1.8857142857142857,2,1.0666666666666667,0.4095238095238095,1.4666666666666666,0.6,0.02857142857142857,0.0,0.2571428571428571,0.8152866242038217,0.767515923566879,0.7929936305732485,0.8803827751196173,0.6746411483253588,0.69377990430622,1,tagalog,high_resource
10,52,17,3.673076923076923,3.0588235294117645,1.7307692307692308,0,1.1764705882352942,0.19230769230769232,1.4038461538461537,0.6730769230769231,0.0,0.0,0.15384615384615385,0.8273381294964028,0.7697841726618705,0.841726618705036,0.8045977011494253,0.7241379310344828,0.8160919540229885,1,tagalog,high_resource
11,37,1,4.972972972972973,37.0,1.9189189189189189,0,3.0,0.5675675675675675,1.6216216216216217,1.027027027027027,0.24324324324324326,0.0,0.5945945945945946,0.35374149659863946,0.32653061224489793,0.3401360544217687,0.33035714285714285,0.38392857142857145,0.26785714285714285,1,tagalog,high_resource
12,94,11,5.308510638297872,8.545454545454545,2.202127659574468,5,1.0909090909090908,0.6593406593406593,1.9042553191489362,1.0212765957446808,0.18085106382978725,0.0,0.5319148936170213,0.7935323383084577,0.7487562189054726,0.753731343283582,0.8721311475409836,0.6852459016393443,0.7114754098360656,1,tagalog,high_resource
13,193,27,5.0880829015544045,7.148148148148148,2.1191709844559585,7,1.4,0.5129533678756477,1.9378238341968912,1.0466321243523315,0.17616580310880828,0.0,0.44559585492227977,0.7845373891001267,0.7325728770595691,0.7477820025348543,0.8154362416107382,0.6644295302013423,0.697986577181208,1,tagalog,high_resource
14,152,10,5.2631578947368425,15.2,2.164473684210526,11,1.4,0.5592105263157895,1.8486842105263157,0.9276315789473685,0.18421052631578946,0.0,0.5460526315789473,0.7321981424148607,0.695046439628483,0.6857585139318886,0.7550607287449392,0.6174089068825911,0.6153846153846154,1,tagalog,high_resource
15,64,17,3.53125,3.764705882352941,1.609375,0,1.2666666666666666,0.21875,1.296875,0.65625,0.03125,0.015625,0.171875,0.691358024691358,0.6728395061728395,0.7098765432098766,0.7346938775510204,0.673469387755102,0.6224489795918368,1,tagalog,high_resource
16,197,27,4.730964467005077,7.296296296296297,1.9492385786802031,3,1.2307692307692308,0.4416243654822335,1.736040609137056,0.9543147208121827,0.116751269035533,0.0,0.39086294416243655,0.8149659863945579,0.7782312925170068,0.7891156462585034,0.8587360594795539,0.7118959107806692,0.7527881040892194,1,tagalog,high_resource
17,207,27,4.661835748792271,7.666666666666667,1.8647342995169083,4,1.4615384615384615,0.4444444444444444,1.6859903381642511,0.9082125603864735,0.14492753623188406,0.0,0.4830917874396135,0.8047493403693932,0.7559366754617414,0.7968337730870713,0.8330308529945554,0.7132486388384754,0.7459165154264973,1,tagalog,high_resource
18,219,27,4.995433789954338,8.11111111111111,2.0639269406392695,6,1.5555555555555556,0.4953271028037383,1.7397260273972603,0.8812785388127854,0.1187214611872146,0.0,0.5525114155251142,0.7172413793103448,0.671264367816092,0.6793103448275862,0.7217928902627512,0.5533230293663061,0.5734157650695518,1,tagalog,high_resource
19,10,3,5.0,3.3333333333333335,2.0,0,0.0,0.5,1.8,1.0,0.2,0.0,0.6,0.7,0.6,0.65,0.7333333333333333,0.5333333333333333,0.5333333333333333,1,tagalog,high_resource
20,118,6,5.779661016949152,19.666666666666668,2.305084745762712,9,3.3333333333333335,0.631578947368421,2.0677966101694913,1.1864406779661016,0.2711864406779661,0.0,0.6694915254237288,0.725,0.6982142857142857,0.7089285714285715,0.7146118721461188,0.6004566210045662,0.6095890410958904,1,tagalog,high_resource
21,94,10,4.840425531914893,9.4,2.0319148936170213,2,1.7272727272727273,0.6153846153846154,1.7765957446808511,0.9148936170212766,0.13829787234042554,0.0,0.44680851063829785,0.8342696629213483,0.8202247191011236,0.7865168539325843,0.8532818532818532,0.7065637065637066,0.7104247104247104,1,tagalog,high_resource
22,130,29,5.015384615384615,4.482758620689655,2.0692307692307694,4,1.1785714285714286,0.608,1.7461538461538462,0.9307692307692308,0.2076923076923077,0.007692307692307693,0.5692307692307692,0.722007722007722,0.6737451737451737,0.6795366795366795,0.7054263565891473,0.6201550387596899,0.6020671834625323,1,tagalog,high_resource
23,11,1,4.363636363636363,11.0,1.7272727272727273,0,0.0,0.6363636363636364,1.5454545454545454,0.9090909090909091,0.18181818181818182,0.0,0.45454545454545453,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.4444444444444444,0.37037037037037035,0.37037037037037035,1,tagalog,high_resource
24,16,5,5.5,3.2,2.0625,0,0.0,0.3333333333333333,1.6875,0.9375,0.1875,0.0,0.9375,0.6666666666666666,0.5833333333333334,0.7083333333333334,0.7368421052631579,0.5263157894736842,0.6842105263157895,1,tagalog,high_resource
25,506,89,4.980237154150197,5.685393258426966,2.0988142292490117,25,1.1818181818181819,0.45041322314049587,1.800395256916996,0.8992094861660079,0.1324110671936759,0.001976284584980237,0.5,0.7675,0.709,0.7415,0.7855697909642616,0.6446392447741065,0.6628455832771409,1,tagalog,high_resource
