language|level|text
minasbate|1|Dinnakol su mga amigo ko, ku su banwaan nagsilensyo. Agko usa na kin mag-iwag luway A sungoy dakulo sa maray. Bagana puon sa bugnay. Agko amid na mailyas sa kadlagan laka layas inuubos a kape ni Tang Kulas. Agko mabuot na lumod linunadan ko sa likod su dadakulong alon sinarusod saka linnudop sadto irarom ku nalubog. Agko Aspin sa tinampo Batik-batik a bagaybo Nagngangayamon sa mabato. Agko tukko sadto mangga lulukso sadto mga bunga uupot sa mga sanga magtatagong baga na ninja. Agko aninipot na nagkikimatkimat baga na bombilyang nagkikitkilat sinusupsop a ambon kaiba ni Kulisap. Alagad agko ko usad na kabisto na mamundo saka nasosolo-solo, si Kulapnit na amigo. "Tauno ta nagtatangis ika, amigo?" amo su unga ko. "Rinarayoan saka ikinakaati kaya ako,"simbag ku amigo ko. Pauno ko raw mapamuya a amigo ko? Ay, isi ko na! Sa ngamin kong mga amigo si Kulapnit sa kabootan numero uno. Diri iya namemerwisyo diri mo sana iya ilaom, na iyan sa preso. Iba man a pagsilong ta kanda,lalang man sira ka Kagurangnan ta. Boot man nirang magin mamuya kaya kin agko man ako inaarang amo a tawan sira sa lugar sadi maiwas tang kinaban.
minasbate|1|Amo kag Saging Nag turog an gamay na amo. Naglabas an mama san gamay na amo para maghanap sin pagkaon. Pagmata san gamay na amo nag hanap sya sa iya mama kag nagsabi "Gutom na ako gusto ko na magkaon saging." Naghanap nalang sya sin saging na iya makaon. Sa iya paghanap nakakita sya sin sawa ginhunga nya: "Sawa may igwa didi sin saging?" Sabi san sawa," Wara, naka-istar ako sa boho kag wara pa ako nakakita sana." Nag pasalamat an gamay na amo tapos naghali. San ada sya sa agihan nakita nya an tigre. "Tigre, may mga saging didi?" Sabi san tigre, "Wara, nakaistar ako sa dako na kagubatan wara pa ako nakakita bisan usad" Nagpasalamat an gamay na amo kag naghali na. Sa iya pag lakat sa dalan nakakita sya sin isda. Nag hunga sya: "Isda, may mga saging didi?" Nagsabi an isda, " Wara, nakaistar ako sa tubig kag wara pa ako nakakita sana." Nag pasalamat an amo sa isda. Yana gutom na kaayo an amo. Sa iya pag lakat sa agihan nakakita sya sin usad na sapat. Nag hunga sya, " Sapat, igwa mga saging didi?" Nagsabi an sapat, "Igwa, halapit sa sapa, may mga saging didto. Sa akon paglupad pirme ko nakikita. Sa iya pagkadto sa kasagingan nakita nya an iya mama na may dara na saging pauli. Masadya an gamay na amo na magkaon san manamit na saging kaupod an iya mama.
minasbate|1|Si Avanti an nagaataman san Pitara Zoo. Kadamo-damo san mga hayop sa Pitara pero an iya pinakaamigo an oso na si Ballu. Si Ballu dako, kolor-kape kag makusog. Sa iya ika-upat na bertdey, nagpreparar si Avanti san usad na dyutay na handaan para kan Ballu. "Ballu, pwede mo ba huyupon an mga kandila san sararabay?" hunga ni Avanti. "Syempre!" sabat ni Ballu. Ginpuno nya san hangin an iya dughan. Humigop sya kag humuyop-huyop. "Whoosh!" An makusog na huyop san hangin an pumarong sa mga kandila. Tumaas kag bumunggo ini sa mga dampog sa kalangitan. Bigla nagkaigwa san makusog na dalugdog kag nagtuna pag-uran. "Hala! Naga-uran san isda," nginarat si Ballu kag napalingi sa palibot. Nagkuha sya san dako na basket kag dumalagan patalibod myentras na ginasalo an mga isda na nagkakahurulog hali sa kalangitan. Kada mapuno an basket, ginadara nya ini sa dyutay na punong kag madagmit na nagbalik para kumuwa utro. Sa iya pagbalik-balik sa punong san napulo na bes, napalingi sya. Nagataas na an tubi kag nakita nya si Avanti na huruhadlok. Nagdali-dali pabalik si Ballu kag ginbaba si Avanti. Binutang ni Avanti an iya braso sa may liog ni Ballu kag ginpasalamatan sya. Taudtaod, nawara na an dampog kag nagsirak an adlaw. Nagin mapawa kag masadya na naman. "Dili ko na sa utro ipahuyop san biriyo an mga kandila sa imo,'' sabi ni Avanti. "Kay nano?" hunga ni Ballu. "Malay naton basi sa sunod mag-uran naman san paka,'' sabat ni Avanti kag nagtinawa an mag-amigo.
minasbate|1|Igwa san dako na pamilya si Bin. Amo ini an inda pamilya: 1. Lola; 2. Lolo; 3. Bin (kag an miya); 4. Tya; 5. Tyo; 6. Puto na manghod; 7. Iloy kag Ama Kadamo ninda sa balay! Wara na sin makanaman na espasyo si Bin. Maayo nalang nakaturog na an iya pamilya pagkahapon. Ginkuha san miya an pisi kaya pwede na sinda yana kakanam na duha. Kasadya sani na kanam! May naglagabog! Hala! Nagtangis an bata. Gin-uritan sya san iya iloy kag ama, pati an iya lolo naurit man. Nagsabat si Bin sa inda. "Wara ako san lugar na pwede kanaman! Kadyutay san balay! Masyado dako an aton pamilya!" Nagtangis san kusog si Bin. Taudtaod nagluya na an iya pagtangis hasta nakaturog na sya. Pagmata ni Bin, nakabatyag sya na baganmay kakaiba sa inda balay. Wara an puto nya na manghod. Wara an iya iloy kag wara man an iya lola. Wara man an iya lolo, an iya ama pati na an iya tyo kag tya. Maayo ini kay mag-usad lang si Bin sa balay! Bigla nagdulom. Nano kaya an nangyari? Naglipak an langit, naglinog an duta. Harain sinda? Nakabati si Bin san uran. Taudtaod nabatian nya an iya iloy, an iya lolo kag lola kag pati na an inda puto na manghod. Padayon gihapon an uran. Nakauli na an iya ama! Nakauli naman an iya tyo kag tya. Barasa sinda tanan sa uran. Nagtawhay na an pamatyag ni Bin. Minsan, mas maayo man gali an may dako na pamilya. Pwede man sya na makakanam pirme sa labas.
minasbate|1|Amo ini an akon lawas. Amo ini an akon buhok. An akon buhok an nagaprotekta sa akon anit. Amo ini an akon mga mata. Ginagamit ko an akon mga mata para makakita. Amo ini an akon talinga. Ginagamit ko an akon talinga para makabati san paiba-iba na tunog. Amo ini an akon irong. Ginagamit ko an akon irong para makahumot kag maghangos. Ini an akon ba-ba. Ginagamit ko para mag-inom, mag-istorya, kag magkaon. Ini an akon mga ngipon. Ginagamit ko an akon mga ngipon sa pagsupa san pagkaon. Ini an akon dila. Ginagamit ko an akon dila sa pagrasa san pagkaon. Ini an akon mga kamot. Ginagamit ko an akon mga kamot sa paghawid kag pagsurat. Ini an akon mga tiil. Ginagamit ko an akon mga tiil para makalakat, magtindog, kag magdalagan.
minasbate|1|Palangga ko an akon maestra. Maayo sya na maestra. Mabuot kag halaba an pasensya. Nakasulapid san maayo an iya buhok. Igwa sin makulay na ipit an iya buhok. Green, puti, pula, kag dulaw an kulay san iya mga ipit. Mama, pwede mo ba sulapidon an akon buhok na pareho san sa akon maestra? Pagdako ko, butangan ko ipit an akon buhok. Pagdako ko magiging pareho ako san akon maestra.
minasbate|1|May magurang na lalaki si Sara na an pangaran Randy. Palangga ni Sara an iya magurang na lalaki. May manghod na babayi si Rolly na an pangaran Inday. Palangga ni Rolly an iya manghod na babayi. May manghod na lalaki si Ana na an pangaran Lito. Palangga ni Ana an iya manghod na lalaki. May tiya on si Visal na an pangaran Mala. Palangga ni Visal an iya tiyaon. May tiyuon si Bel na an pangaran Lando. Palangga ni Bel an iya tiyuon. May sobrena si Kardo na an pangaran Gina. Palangga ni Kardo an iya sobrena. May sobreno si Dali ya na an pangaran Mark. Palangga ni Daliya an iya sobreno. May anak na babayi si Tyo Saru na an pangaran Alita. Palangga ni Tyo Saru an iya anak na babayi. May anak na lalaki si Tya Yun na an pangaran Abel. Palangga ni Tya Yun an iya anak na lalaki. Palangga namon an amon paryente. Palangga namon an amon pamilya.
minasbate|1|Amo ini si Papa. Amo ini si Mama. Amo ini si Mama. Amo ini si Papa. Amo ini si Mama. Amo ini si Papa. Amo ini an akon pamilya.
minasbate|1|An Akon Tanoman San Pagkaon Ano an mga bagay na makikita mo saakon tanoman san pagkaon? Naga trabaho ako sa tanoman Ako an naga tubong san mga baboy tas mga ugang Naga panguha ako mga itlog. Naga himo ako san kudal. Naga guna ako tapos naga ukad sa tanoman. Naga pamudo ako kapayas. Naga pamutas ako mais. Ginakarga ko an mga bunay, kapayas tapos mais sa trak. Oras na para magkadto sa merkado. Mga hunga basi sa pagkasabot
minasbate|1|Yana an adlaw san pagkadto namon sa peryahan. Hooray! siyak san dyutay na Iraga. Hooray! siyak san mas dyutay na Iraga. Hooray! siyak san pinakadyutay na Iraga. Ginaplano ninda na sumakay sa tanan na mga rides! " Ayaw niyo ako italang!" Sabi san pinakagamay na Iraga. Nagkadto sinda sa bumping cars kag nagkanam. Nagsakay man sinda sa merry-go-round kun hain an kabayo naga taas kag pababa. Gintestingan man ninda an naga turutalibod na caterpillar coaster. Kag nag sakay sa Ferris Wheel. Nagkadto an magmanhod sa bakalan san balloon. ... kag nagbakal sinda sin tulo na balloon.... Anay lang, hain an pinakadyutay na Iraga? Nagdalagan an gamay na Iraga kag mas gamay na Iraga sa bumping cars, pero wara didto an pinakadyutay na Iraga. Dali-dali sinda na angkadto sa merry-go-round pero, wara gihapon didto an pinakadyutay na Iraga. Nagkadto man sinda sa caterpillar coaster pero wara gihapon didto an pinakadyutay na Iraga. Urhi ninda kinadto ang Ferris wheel , kag salamat sa Diyos! Adto an pinakadyutay na Iraga. Nagbakal an tulo na Iraga san tig-urusad na palamig. Usad, duwa, tulo na baso! Amo ini an pinakamasadya na adlaw sa peryahan. Hooray, Hooray, Hooray!
